date,open,high,low,close,volume,ma50,ma200
2026-01-14 10:15:00,7.03,7.03,6.98,6.98,4089200,6.8542,
2026-01-14 10:20:00,6.98,7.08,6.97,7.08,4982100,6.8584000000000005,
2026-01-14 10:25:00,7.07,7.08,7.04,7.05,2669900,6.8624,
2026-01-14 10:30:00,7.04,7.05,7.0,7.02,1395700,6.8662,
2026-01-14 10:35:00,7.02,7.02,6.99,7.0,1329000,6.869200000000001,
2026-01-14 10:40:00,6.99,7.06,6.99,7.05,2206100,6.8728,
2026-01-14 10:45:00,7.05,7.07,7.03,7.04,1747700,6.8772,
2026-01-14 10:50:00,7.04,7.04,7.01,7.01,1051700,6.880199999999999,
2026-01-14 10:55:00,7.01,7.02,7.0,7.0,853100,6.8826,
2026-01-14 11:00:00,7.01,7.03,7.01,7.02,635400,6.885200000000001,
2026-01-14 11:05:00,7.02,7.04,7.01,7.03,919500,6.888,
2026-01-14 11:10:00,7.04,7.05,7.02,7.03,854400,6.891,
2026-01-14 11:15:00,7.03,7.03,7.01,7.01,538900,6.893400000000001,
2026-01-14 11:20:00,7.01,7.03,7.0,7.03,414500,6.895599999999999,
2026-01-14 11:25:00,7.03,7.03,7.0,7.01,459200,6.8976,
2026-01-14 11:30:00,7.0,7.01,7.0,7.01,527000,6.8995999999999995,
2026-01-14 13:05:00,7.0,7.01,6.91,6.92,3585900,6.9002,
2026-01-14 13:10:00,6.92,6.93,6.86,6.87,3383200,6.8998,
2026-01-14 13:15:00,6.87,6.89,6.84,6.84,2710100,6.8988,
2026-01-14 13:20:00,6.83,6.87,6.81,6.87,2152000,6.8988,
2026-01-14 13:25:00,6.86,6.88,6.84,6.88,1326100,6.8992,
2026-01-14 13:30:00,6.88,6.88,6.84,6.87,933900,6.8995999999999995,
2026-01-14 13:35:00,6.86,6.88,6.85,6.85,1068500,6.9,
2026-01-14 13:40:00,6.86,6.89,6.85,6.88,674100,6.9006,
2026-01-14 13:45:00,6.88,6.88,6.83,6.83,1371700,6.900799999999999,
2026-01-14 13:50:00,6.83,6.84,6.83,6.84,773500,6.901,
2026-01-14 13:55:00,6.83,6.85,6.83,6.83,365300,6.900799999999999,
2026-01-14 14:00:00,6.84,6.84,6.78,6.78,2355100,6.8996,6.8949
2026-01-14 14:05:00,6.77,6.81,6.76,6.8,1783300,6.898599999999999,6.894499999999999
2026-01-14 14:10:00,6.8,6.8,6.75,6.8,1402900,6.8976,6.89405
2026-01-14 14:15:00,6.79,6.83,6.79,6.83,543400,6.8976,6.89385
2026-01-14 14:20:00,6.83,6.84,6.82,6.84,492000,6.8984000000000005,6.89375
2026-01-14 14:25:00,6.84,6.84,6.83,6.84,258800,6.8991999999999996,6.8937
2026-01-14 14:30:00,6.84,6.86,6.84,6.85,642800,6.9002,6.89375
2026-01-14 14:35:00,6.85,6.86,6.82,6.82,634400,6.9006,6.8936
2026-01-14 14:40:00,6.83,6.83,6.81,6.82,655500,6.9014,6.893399999999999
2026-01-14 14:45:00,6.82,6.84,6.81,6.82,416100,6.9026,6.89325
2026-01-14 14:50:00,6.83,6.83,6.82,6.83,619600,6.904400000000001,6.89315
2026-01-14 14:55:00,6.83,6.84,6.82,6.82,1052300,6.9058,6.89305
2026-01-14 15:00:00,6.82,6.83,6.82,6.82,1582000,6.9074,6.89295
2026-01-15 09:35:00,6.72,6.84,6.72,6.83,6115800,6.9088,6.892900000000001
2026-01-15 09:40:00,6.81,6.86,6.81,6.83,3251000,6.9102,6.8929
2026-01-15 09:45:00,6.83,6.86,6.81,6.81,2365900,6.9078,6.892799999999999
2026-01-15 09:50:00,6.81,6.86,6.8,6.84,1741800,6.907,6.892850000000001
2026-01-15 09:55:00,6.84,6.84,6.82,6.83,918100,6.9056,6.8927
2026-01-15 10:00:00,6.83,6.86,6.82,6.84,776000,6.9048,6.8927
2026-01-15 10:05:00,6.85,6.89,6.85,6.87,2190400,6.904799999999999,6.892799999999999
2026-01-15 10:10:00,6.87,6.87,6.82,6.83,1750700,6.9034,6.8926
2026-01-15 10:15:00,6.83,6.85,6.82,6.85,634100,6.9012,6.8925
2026-01-15 10:20:00,6.84,6.85,6.83,6.83,523600,6.8976,6.8921
2026-01-15 10:25:00,6.83,6.84,6.79,6.8,1895400,6.894,6.8915999999999995
2026-01-15 10:30:00,6.8,6.81,6.79,6.79,574100,6.888199999999999,6.8908
2026-01-15 10:35:00,6.79,6.8,6.75,6.78,2212100,6.8828000000000005,6.8899
2026-01-15 10:40:00,6.77,6.78,6.76,6.77,742000,6.8778,6.888999999999999
2026-01-15 10:45:00,6.77,6.78,6.77,6.78,656200,6.873399999999999,6.8881000000000006
2026-01-15 10:50:00,6.77,6.8,6.77,6.79,857000,6.868200000000001,6.88715
2026-01-15 10:55:00,6.79,6.79,6.77,6.78,340200,6.8629999999999995,6.885800000000001
2026-01-15 11:00:00,6.77,6.78,6.76,6.76,608600,6.8580000000000005,6.8843000000000005
2026-01-15 11:05:00,6.75,6.79,6.75,6.78,964300,6.8536,6.88315
2026-01-15 11:10:00,6.78,6.82,6.78,6.82,1111200,6.849599999999999,6.8823
2026-01-15 11:15:00,6.82,6.82,6.78,6.79,261600,6.8448,6.881199999999999
2026-01-15 11:20:00,6.79,6.8,6.77,6.79,380000,6.84,6.8801499999999995
2026-01-15 11:25:00,6.78,6.79,6.77,6.78,359300,6.8354,6.879250000000001
2026-01-15 11:30:00,6.77,6.78,6.76,6.76,645900,6.83,6.87825
2026-01-15 13:05:00,6.76,6.79,6.76,6.77,924600,6.8252,6.87735
2026-01-15 13:10:00,6.77,6.79,6.76,6.76,406700,6.820200000000001,6.8764
2026-01-15 13:15:00,6.76,6.79,6.76,6.78,290300,6.8174,6.875800000000001
2026-01-15 13:20:00,6.79,6.79,6.77,6.77,272700,6.8153999999999995,6.8751999999999995
2026-01-15 13:25:00,6.77,6.78,6.76,6.77,296800,6.814,6.874499999999999
2026-01-15 13:30:00,6.78,6.79,6.77,6.79,442700,6.8124,6.874
2026-01-15 13:35:00,6.78,6.79,6.77,6.78,234200,6.8104,6.873499999999999
2026-01-15 13:40:00,6.78,6.78,6.76,6.76,255700,6.8082,6.8729000000000005
2026-01-15 13:45:00,6.76,6.78,6.76,6.77,292100,6.8065999999999995,6.8724
2026-01-15 13:50:00,6.77,6.79,6.77,6.79,322600,6.8048,6.871950000000001
2026-01-15 13:55:00,6.79,6.79,6.78,6.78,243900,6.8038,6.871449999999999
2026-01-15 14:00:00,6.78,6.78,6.76,6.76,472300,6.8022,6.870950000000001
2026-01-15 14:05:00,6.76,6.77,6.75,6.75,1217700,6.8006,6.870349999999999
2026-01-15 14:10:00,6.75,6.77,6.75,6.75,351400,6.8,6.86965
2026-01-15 14:15:00,6.75,6.76,6.74,6.76,831100,6.799200000000001,6.8690999999999995
2026-01-15 14:20:00,6.76,6.78,6.75,6.77,494100,6.7986,6.8686
2026-01-15 14:25:00,6.76,6.78,6.75,6.77,548500,6.7974,6.868099999999999
2026-01-15 14:30:00,6.78,6.81,6.77,6.79,1621200,6.7964,6.8677
2026-01-15 14:35:00,6.8,6.8,6.78,6.79,562500,6.795400000000001,6.867349999999999
2026-01-15 14:40:00,6.79,6.81,6.79,6.81,535500,6.7946,6.867050000000001
2026-01-15 14:45:00,6.81,6.81,6.79,6.8,746100,6.7942,6.866750000000001
2026-01-15 14:50:00,6.8,6.82,6.79,6.8,903800,6.7938,6.8664499999999995
2026-01-15 14:55:00,6.81,6.81,6.79,6.8,1792700,6.7934,6.86615
2026-01-15 15:00:00,6.8,6.81,6.8,6.81,688700,6.792999999999999,6.865899999999999
2026-01-16 09:35:00,6.83,6.9,6.81,6.81,3459200,6.7928,6.865550000000001
2026-01-16 09:40:00,6.81,6.82,6.73,6.74,3324800,6.7912,6.864850000000001
2026-01-16 09:45:00,6.74,6.77,6.72,6.75,2181600,6.7896,6.864250000000001
2026-01-16 09:50:00,6.75,6.79,6.75,6.79,1223600,6.7888,6.8638
2026-01-16 09:55:00,6.78,6.79,6.77,6.77,1172600,6.788,6.863300000000001
2026-01-16 10:00:00,6.77,6.78,6.74,6.75,777600,6.7862,6.86275
2026-01-16 10:05:00,6.75,6.75,6.73,6.74,1204800,6.784400000000001,6.86205
2026-01-16 10:10:00,6.74,6.75,6.73,6.74,759800,6.782399999999999,6.8614
2026-01-16 10:15:00,6.73,6.75,6.73,6.75,739000,6.78,6.8608
2026-01-16 10:20:00,6.74,6.76,6.72,6.73,1846800,6.778,6.86015
2026-01-16 10:25:00,6.72,6.74,6.7,6.7,2367800,6.775,6.85925
2026-01-16 10:30:00,6.69,6.7,6.67,6.67,2259300,6.7718,6.85795
2026-01-16 10:35:00,6.67,6.69,6.67,6.68,1150500,6.769400000000001,6.856599999999999
2026-01-16 10:40:00,6.68,6.7,6.68,6.69,594100,6.7674,6.8551
2026-01-16 10:45:00,6.69,6.69,6.67,6.68,719500,6.7654,6.853699999999999
2026-01-16 10:50:00,6.67,6.68,6.66,6.68,879500,6.7636,6.85245
2026-01-16 10:55:00,6.68,6.69,6.67,6.68,516000,6.7616000000000005,6.8511500000000005
2026-01-16 11:00:00,6.68,6.69,6.66,6.68,872100,6.759399999999999,6.84995
2026-01-16 11:05:00,6.67,6.71,6.67,6.7,428700,6.7578000000000005,6.8488999999999995
2026-01-16 11:10:00,6.7,6.71,6.68,6.7,694400,6.7566,6.847899999999999
2026-01-16 11:15:00,6.69,6.7,6.66,6.66,598500,6.7542,6.846750000000001
2026-01-16 11:20:00,6.66,6.68,6.66,6.68,352700,6.7514,6.845700000000001
2026-01-16 11:25:00,6.67,6.69,6.67,6.69,243500,6.7494,6.8447499999999994
2026-01-16 11:30:00,6.69,6.7,6.67,6.67,590200,6.746999999999999,6.8437
2026-01-16 13:05:00,6.68,6.69,6.67,6.67,633500,6.744800000000001,6.84265
2026-01-16 13:10:00,6.67,6.69,6.66,6.67,562900,6.742999999999999,6.8416
2026-01-16 13:15:00,6.68,6.7,6.67,6.69,365200,6.741400000000001,6.840749999999999
2026-01-16 13:20:00,6.69,6.7,6.67,6.69,1752600,6.74,6.8398
2026-01-16 13:25:00,6.68,6.71,6.68,6.71,993500,6.7386,6.8389
2026-01-16 13:30:00,6.7,6.73,6.7,6.71,1025400,6.7374,6.838000000000001
2026-01-16 13:35:00,6.72,6.75,6.71,6.75,1101400,6.736999999999999,6.8372
2026-01-16 13:40:00,6.74,6.75,6.73,6.75,411300,6.7362,6.836400000000001
2026-01-16 13:45:00,6.75,6.76,6.75,6.75,523100,6.7356,6.835450000000001
2026-01-16 13:50:00,6.75,6.77,6.74,6.76,766700,6.7356,6.8345
2026-01-16 13:55:00,6.77,6.77,6.73,6.74,286000,6.735,6.83355
2026-01-16 14:00:00,6.74,6.74,6.72,6.74,589900,6.734,6.8325
2026-01-16 14:05:00,6.74,6.74,6.71,6.72,654300,6.732800000000001,6.8315
2026-01-16 14:10:00,6.73,6.73,6.71,6.72,334200,6.731999999999999,6.8305
2026-01-16 14:15:00,6.73,6.73,6.71,6.71,245600,6.7312,6.82945
2026-01-16 14:20:00,6.71,6.74,6.71,6.73,545900,6.7307999999999995,6.8285
2026-01-16 14:25:00,6.73,6.73,6.72,6.73,212900,6.7302,6.8275
2026-01-16 14:30:00,6.72,6.74,6.72,6.74,500000,6.7296000000000005,6.8266
2026-01-16 14:35:00,6.74,6.74,6.73,6.74,550100,6.729000000000001,6.82565
2026-01-16 14:40:00,6.74,6.75,6.72,6.73,701100,6.727799999999999,6.82465
2026-01-16 14:45:00,6.72,6.73,6.72,6.73,484200,6.7265999999999995,6.82355
2026-01-16 14:50:00,6.73,6.73,6.72,6.72,390700,6.724799999999999,6.8225
2026-01-16 14:55:00,6.72,6.73,6.7,6.7,1196100,6.722800000000001,6.82125
2026-01-16 15:00:00,6.71,6.72,6.7,6.72,1202600,6.7212,6.82025
2026-01-19 09:35:00,6.72,6.72,6.63,6.63,1713600,6.7177999999999995,6.81885
2026-01-19 09:40:00,6.63,6.74,6.62,6.71,3439100,6.715800000000001,6.817800000000001
2026-01-19 09:45:00,6.71,6.76,6.7,6.72,1706100,6.7139999999999995,6.8168500000000005
2026-01-19 09:50:00,6.72,6.81,6.71,6.76,2168900,6.7143999999999995,6.816050000000001
2026-01-19 09:55:00,6.75,6.8,6.75,6.8,1603500,6.7154,6.815500000000001
2026-01-19 10:00:00,6.8,6.84,6.78,6.82,2392800,6.716,6.81505
2026-01-19 10:05:00,6.82,6.82,6.8,6.8,637800,6.7166,6.814499999999999
2026-01-19 10:10:00,6.79,6.81,6.79,6.8,838600,6.7176,6.8139
2026-01-19 10:15:00,6.8,6.88,6.79,6.87,3685100,6.7202,6.81415
2026-01-19 10:20:00,6.88,6.88,6.85,6.85,2435700,6.7224,6.814399999999999
2026-01-19 10:25:00,6.85,6.88,6.84,6.84,1626700,6.724200000000001,6.81425
2026-01-19 10:30:00,6.86,6.87,6.84,6.85,748800,6.7265999999999995,6.8141
2026-01-19 10:35:00,6.86,6.87,6.83,6.87,994300,6.73,6.8142000000000005
2026-01-19 10:40:00,6.86,6.87,6.84,6.84,329300,6.7334000000000005,6.8139
2026-01-19 10:45:00,6.84,6.85,6.81,6.84,513900,6.736599999999999,6.81355
2026-01-19 10:50:00,6.83,6.87,6.83,6.86,650900,6.74,6.8135
2026-01-19 10:55:00,6.86,6.87,6.85,6.86,419500,6.7436,6.81355
2026-01-19 11:00:00,6.86,6.86,6.85,6.86,241700,6.747199999999999,6.8137
2026-01-19 11:05:00,6.85,6.86,6.85,6.86,392800,6.750799999999999,6.81375
2026-01-19 11:10:00,6.85,6.86,6.84,6.85,563900,6.754200000000001,6.813649999999999
2026-01-19 11:15:00,6.85,6.86,6.85,6.86,1042600,6.7574000000000005,6.8138499999999995
2026-01-19 11:20:00,6.86,6.86,6.85,6.86,399700,6.760599999999999,6.8138499999999995
2026-01-19 11:25:00,6.86,6.89,6.86,6.88,3099200,6.765,6.8138499999999995
2026-01-19 11:30:00,6.88,6.89,6.85,6.86,825900,6.7686,6.8137
2026-01-19 13:05:00,6.87,6.88,6.86,6.87,556300,6.772200000000001,6.8136
2026-01-19 13:10:00,6.86,6.87,6.85,6.86,475500,6.776,6.8135
2026-01-19 13:15:00,6.86,6.86,6.85,6.86,265000,6.7798,6.813350000000001
2026-01-19 13:20:00,6.85,6.87,6.85,6.87,243400,6.783800000000001,6.8130999999999995
